Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Key
Creedence Clearwater Revisited	Proud mary	TRAVDDJ128F92EF09C	D major	0.890418409238917	D major	0.8915975623475445	D major	D major
Alexia	Happy	TRAVEUS128F4238CB5	B major	0.8825722069143579	B major	0.9048798362922184	B major	B major
Café Quijano	Hablando A Un Cristal	TRAVGFT128F424278B	D minor	0.8975643145834767	D minor	0.7854449648147166	F major	D minor
Amorphis	Into Hiding	TRAVGNH128F428CBA9	C# minor	0.6863631714852445	C# minor	0.8282319197843953	E major	C# minor
Keoki	Sun Is Shining	TRAVIAA128F42A5C6C	E minor	0.782790498748125	E minor	0.9088929965235848	E minor	E minor
Téléphone	Ca C'est Vraiment Toi	TRAVKWA128F4271E63	A major	0.7871907162477824	E major	0.9338809660537447	E major	E major
Gordon Lightfoot	If You Could Read My Mind (Album Version)	TRAVLLN128F14744C0	A major	0.9013528865405246	A major	0.9649174499661063	E major	A major
Katrina & The Waves	Walking On Sunshine	TRAVMND128F4275780	E- major	0.8452043706293515	B- major	0.8658288780326421	B- major	B- major
DNA	Comfortably Numb (Live)	TRAVNCF128F930F7BA	G major	0.893690112503637	D major	0.8357740765431427	B minor	B minor
Vanity Fare	Hitchin' A Ride	TRAVOVX128F935F7E7	C major	0.9047952263550111	C major	0.9522749409428305	G minor	C major
The Temptations	I Wish It Would Rain	TRAVPOX128F1486662	B- major	0.7781416287382888	B- major	0.9602358962615433	C minor	B- major
Ligabue	Voglio volere	TRAVQIY128F92DD951	C major	0.8575936037552687	C major	0.9386820512197235	C major	C major
The Four Aces	Feelings	TRAVRET128F422DA1B	A minor	0.8348852266234751	E minor	0.7709106681166039	B minor	B minor
Benny Neyman & Tony Willé	You Needed Me	TRAVTYX12903CD34A6	A major	0.9273969586617558	A major	0.9807655198751434	C# minor	A major
Aerosmith	What It Takes	TRAVUAJ128E078EDA2	C major	0.9109866011637187	C major	0.8761058538075871	D minor	C major
Lonnie Gordon	Catch You Baby (7th Heaven Radio Mix)	TRAVXKU128F930D47B	C major	0.889363089985547	G major	0.8752017066265888	E minor	E minor
Spice Girls	Let Love Lead The Way (Radio Edit)	TRAVXMT128F429846E	B major	0.8905805193796981	B major	0.9592872520188401	B major	B major
Shenandoah	Two Dozen Roses	TRAVXQE128F4266A79	A major	0.8809779111612945	A major	0.9903323263870677	A major	A major
Mariah Carey	Miss You Most (At Christmas Time)	TRAVZUM128F4267084	D major	0.8042563126275508	D major	0.9586009126448098	A major	D major
Kraftwerk	The Man Machine (2009 Digital Remaster)	TRAWASU12903D07A25	F minor	0.8721667114786477	F minor	0.8370821860745887	A- major	F minor
Aca Lukas	Kuda idu ljudi kao ja	TRAWDEG12903C9A9DB	D major	0.8255419080256916	D major	0.8118103870100235	B minor	D major
Kenny G Featuring Brian McKnight	Careless Whisper	TRAWDRR128F4285F57	D minor	0.9305880026382735	D minor	0.9345463935943152	D minor	D minor
Bill Conti	Mickey (2006 Digital Remaster)	TRAWHQP128F1492E5C	B minor	0.9103024259555254	B minor	0.8639485906112777	F# minor	B minor
The Moldy Peaches	VPRO Intro	TRAWNET128F427F19A	D minor	0.6170384696878365	A major	0.523918232566351	E- major	E- major
The Exciters	Tell Him	TRAWOPG128F92EF9A1	E major	0.8811990186286852	E major	0.9078989382817275	E major	E major
Martha Reeves	Dancing In The Street	TRAWOYN128F92F2D34	E major	0.8366654171501677	E major	0.889941743137206	G# minor	E major
Dream Dance Alliance	Overnight	TRAWRGE128F93314C2	A minor	0.8133780289694631	A minor	0.8148453578739611	C major	A minor
Golden Smog	Starman	TRAWTPJ128EF345697	F major	0.9364692998898902	F major	0.9131550723889827	F major	F major
Brasilian Tropical Orchestra	Yesterday	TRAWXON128F1471203	D minor	0.8624912766704861	F major	0.914374230101598	F major	F major
Umberto Tozzi	Qualcosa Qualcuno (Live)	TRAWYYJ128E078C5ED	A minor	0.8122611928227362	C major	0.8955168867305233	A minor	A minor
Captain Hollywood Project	Find Another Way	TRAXAOX128F930DB6B	C major	0.8988168664341186	C major	0.9158839420970128	E minor	C major
Chilled Jazz Masters	Lovely Day ( Bill Withers )	TRAXBUV128F9356D37	E major	0.763898421220026	E major	0.8595524228086833	E minor	E major
Cama	Fade Away	TRAXCVG12903CF523C	A minor	0.8654974453348692	G major	0.777878009132577	D major	D major
Erasure	"Chains Of Love (Almighty 12"" Definitive Mix)"	TRAXCZB12903D07545	F major	0.8032055015729239	C major	0.8500333516404179	C major	C major
The Valentine Brothers	Medley: Overture / Money's Too Tight (To Mention)	TRAXDWT128F9305A6B	B minor	0.8834719427324238	B minor	0.9019419356318262	F# minor	B minor
Communards with Sarah Jane Morris	Don't Leave Me This Way	TRAXEOC128F422B0B3	B- major	0.8034723740219287	F major	0.8163321094687027	F minor	F minor
Dorothy Norwood	No Storm	TRAXLOW128F42542A6	F# major	0.8519258064024576	F# major	0.7942576691164999	F# major	F# major
The O.C. Supertones	You Are My King (Amazing Love) (Supertones Live Album Version)	TRAXNXS128F14B06E5	D major	0.9161281754517623	D major	0.9183224908509591	D major	D major
Smokie	Needles And Pins	TRAXRXT12903CB0108	F# minor	0.567102467400268	C# major	0.6925212075096748	E major	E major
Ibo	Ich Wette Eine Million (Moonheads RMX)	TRAXRYT128F14A9D2E	C major	0.8369378789971061	C major	0.8606748498552174	G minor	C major
O.A.R.	Ran Away To The Top Of The World [Live From Las Vegas]	TRAXTII128F93297ED	C major	0.8719737616141545	A minor	0.8475970405886493	E minor	E minor
Go West	We Close Our Eyes (Total Overhang Club Mix)	TRAXTVM128F145C041	B major	0.8362413190885941	F# major	0.8725520593418932	F# major	F# major
John Lennon And The Plastic Ono Band (With The Flux Fiddlers)	Imagine (2000 Digital Remaster)	TRAXYND128F1452E9F	C major	0.8658653057384504	C major	0.916211193456234	C major	C major
Robbie Williams	Kids (Live) (Explicit)	TRAXYUG128E0781856	E minor	0.8696419477196502	E minor	0.7897530790175354	E minor	E minor
Liquid People	Monster (Sebastien Leger's Monster Remix)	TRAXZKN128F422B8D1	F# major	0.9131263714922025	C# major	0.8163108179729556	C# major	C# major
The Cranberries	Daffodil Lament	TRAYFDQ128F145FB6B	B- major	0.8674147165469013	B- major	0.9219834665537963	F major	B- major
Sun	Ends of the Earth	TRAYHZU12903CC80E9	B- minor	0.6926261832537416	F minor	0.841888877952925	F minor	F minor
Blondie	Heart Of Glass (2002 Digital Remaster)	TRAYIFV128F934B689	A major	0.729818065702332	E major	0.9022878900112211	E major	E major
David Guetta - Joachim Garraud - Chris Willis	Love don't let me go (Main mix)	TRAYKLX128F148EEEC	F minor	0.7572282136145796	A- major	0.8459063990566017	A- major	A- major
ZZ Top	Sharp Dressed Man (Remastered LP Version)	TRAYPJY128F4277962	C minor	0.7461395530847159	C major	0.822628344188623	G minor	G minor
Europe	The Final Countdown	TRAYQTI128F92EE02C	F# minor	0.8905564201880279	F# minor	0.9273106001457041	B minor	F# minor
Fused	Saving Mary	TRAYTNQ128F427D53D	C minor	0.8461945462233521	C minor	0.7965021328913505	C minor	C minor
Kuhn_ Dieter Thomas	Die Zeit Macht Nur Vor Dem Teufel Halt	TRAYTWB128F4234C1F	A minor	0.7926706252790285	A major	0.8089295412016682	D major	D major
Nirvana	Aneurysm	TRAYUCR128E078EE0F	D major	0.8175341330656899	F# minor	0.8009781130318419	F# minor	F# minor
The Cranberries	Not Sorry	TRAYVWN128E079120C	A minor	0.7840363322681592	A minor	0.898446934226558	E minor	A minor
Nek	In Te	TRAYWXP128F4244520	E major	0.8531705728150828	B major	0.852456775184488	E major	E major
Christophe Willem	Plus Que Tout	TRAYYCS128F9320917	C minor	0.8242967225204453	C minor	0.9117578087445684	C minor	C minor
Jesus Christ Superfly	She's The One	TRAYYFR12903CB9DB3	D minor	0.784995794448187	E minor	0.7132076589691053	D minor	D minor
Kurt Masur	Mussorgsky/Gortchakov : Pictures at an Exhibition : 4. Bydlo	TRAZCMX128F1459ED1	G# minor	0.8547184727799336	G# minor	0.8145399505435608	E major	G# minor
The New Cars	Drive	TRAZCSY128F930897E	C major	0.865573374932962	C major	0.9093930904993828	G major	C major
L.A. Guns	Wanted Dead Or Alive	TRAZDGW128F424A4A3	G major	0.78609175270756	D major	0.8014002496017456	A minor	A minor
Kid Massive	Get Busy (Kid Massive Audio Damage re-work)	TRAZDHV128F931F016	D minor	0.9056063229331706	D minor	0.8833608219811393	D minor	D minor
Brooks & Dunn	She Used To Be Mine	TRAZDZB128F428CF4A	G major	0.8343357876697028	G major	0.9878142681123772	C major	G major
ZZ Top	Just Got Paid (LP Version)	TRAZFIJ128F42778AF	A minor	0.6796131221600137	E minor	0.7384218975686371	D major	D major
Dangerous Muse	The Rejection Remixes Maxi (Silverspirit Cyberstalker Mix)	TRAZOHM128F147F1F8	B minor	0.8496958487180719	B minor	0.9129221732936005	F# minor	B minor
Tom Barabas	Moonlight Sonata	TRGENNZ128F930B9FB	C# minor	0.7702309790948122	C# minor	0.718188083604603	E major	C# minor
Tic Tac Toe	Ich find' dich scheiße	TRGEQER128F92EFDDE	D major	0.8021066029840553	A major	0.8573669260830213	A major	A major
Electric Light Orchestra	Telephone Line	TRGEQSW128F92DA3F4	A major	0.8925027491831989	A major	0.9773408907961398	A major	A major
Platters	My Prayer	TRGERJG128F424A12D	B- major	0.7033699043166473	B- major	0.9289719544624495	B- major	B- major
Jem	They	TRGETHW128F93321E9	F minor	0.703486015545338	F minor	0.7712389969814668	F major	F minor
Stone Temple Pilots	Creep (LP Version)	TRGETHY128F92D31F6	E minor	0.8611374089230732	E minor	0.9279899580196396	E minor	E minor
Beverley Craven	Woman To Woman	TRGEUZM128F428284E	C major	0.81486956753104	C major	0.961117643310152	C major	C major
Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Trevor_key
Oliver Onions	Santamaria	TRGEVYZ12903CDEB2F	F major	0.9387069706904613	F major	0.9526482642341885	B- major	F major
Felix Da Housecat	Monkey Cage	TRGFATN128F42AD9C1	D minor	0.8301863969798057	A minor	0.769082510587033	E minor	E minor
Karaoke	Candy (Karaoke-Version) As Made Famous By: Mandy Moore	TRGFBEQ128F930DA01	G minor	0.7523152549881532	D major	0.7489821388664863	B- major	B- major
Depeche Mode	Behind The Wheel (2006 Digital Remaster)	TRGFBHQ128F146DE2D	G major	0.5473809916956045	D minor	0.5718119050294233	B minor	B minor
Stu Hirst	Big Rooms Bigger Tunes	TRGFBQL128F930292C	G minor	0.8253285788902758	G minor	0.8704451149402319	D minor	G minor
Captain Hollywood Project	Only With You	TRGFDPX128F930DBA2	C# minor	0.5887876220099751	G# minor	0.6629202250998761	G# minor	G# minor
Sheena Easton	For Your Eyes Only	TRGFDRY128F92EF270	C major	0.8010619606640725	G major	0.9633961116497721	G major	G major
Soul Avengerz	Someday (Felix Baumgartner Remix)	TRGFDTI128F932AF97	C# major	0.4269614474179437	A- major	0.5717139210667893	A- major	A- major
Kölsch`Terzett	Zillertaler Hochzeitsmarsch	TRGFEFH128F92F2627	B- major	0.8299028828068461	F major	0.8545962084465916	F major	F major
Stonewall Jackson	I love you because	TRGFETE128F933882A	G major	0.8871987659768501	G major	0.9212473486710333	B minor	G major
Big & Rich	Real World (Album Version)	TRGFFSG128E0785AF9	C major	0.8909712494952321	C major	0.9171559104869313	E minor	C major
EZ Rollers	Slow Fire	TRGFHUH128F429C8DF	G minor	0.8742747822308462	C major	0.7373998059253982	C major	C major
Chilled Jazz Masters	Try a Little Tenderness	TRGFIOE12903CEB7ED	A minor	0.8758311795903052	E minor	0.8533639514792035	D major	D major
Culture Beat	Your Love	TRGFITJ128F425362A	A minor	0.825984421173816	A minor	0.9565525968791281	A minor	A minor
Riccardo Muti;Salvatore Licitra	Stride la vampa! (Azucena_ chorus_ Manrico_ un vecchio zingaro)	TRGFOYF128F4283D4F	E minor	0.8260435900009665	E minor	0.7591147996363985	E minor	E minor
Eros Ramazzotti & Anastacia	I Belong To You (El Ritmo De La Pasion)	TRGFOYG128F42ACABF	E major	0.85200074672866	B major	0.9428406532494596	E major	E major
Kurt Nilsen	She's So High	TRGFPJV128F429D478	D major	0.7337417669552588	A major	0.8714205858506651	A major	A major
Wim Soutaer	Voor Altijd	TRGFPLD128F4293E92	A minor	0.8875210220679471	A minor	0.770801377604663	E minor	A minor
Earth Crisis	Loss Of Humanity (Album Version)	TRGFRSY128F422F0EB	F major	0.8244130882500205	C major	0.8774543897764139	G major	G major
Gilbert Bécaud	L'indifférence (live)	TRGFRUY128F1465B9E	D major	0.940366122041971	D major	0.9451730689114979	A major	D major
Pussycat	Stranger In Town	TRGFSQI128F4272C44	A major	0.8696392986318443	A major	0.9488157075818712	A major	A major
The Forester Sisters	Something Tells Me	TRGFTPJ12903C9AB33	A major	0.8969002648702974	A major	0.9643744841223589	C# minor	A major
Suburban Knight	Echo Location	TRGFUYZ128F92F96EF	A- major	0.5277018589350825	E- major	0.7663449129450939	E- major	E- major
Abba	Honey_ Honey	TRGFVGL128E078F2D9	F major	0.8186657171063302	F major	0.9539893318903517	F major	F major
Magic Dirt	Tee Vee	TRGFZFL128F14A5A63	D major	0.8677156368048571	D major	0.8498814671582664	D major	D major
John Michael Montgomery	Be My Baby Tonight (LP Version)	TRGGABI128F931B4CD	A minor	0.7486620272943884	A major	0.8771947028578387	G major	G major
Ani Lorak	A dalshe	TRGGATT12903D098A9	E major	0.8931786721919602	E major	0.862286824658812	E major	E major
Tony Di Bart	I Live For You	TRGGEEY12903CC7A85	G minor	0.8253285788902758	G minor	0.8704451149402319	D minor	G minor
Leroy Anderson	Sleigh Ride	TRGGEQN128F1491270	F major	0.8302470409470819	F major	0.8570924987064387	B- major	F major
Thin Lizzy	Still In Love With You	TRGGFRD128F145A9B7	A minor	0.9316512914490838	A minor	0.9065629446741773	E minor	A minor
Julio Iglesias	Manuela	TRGGGDX128F4279B1F	E major	0.9682114435064045	E major	0.9266965419155749	E major	E major
Robert Palmer	Pride	TRGGIKR128F1481F1A	E major	0.9337440349541563	E major	0.929855824435357	E major	E major
Conway Twitty	When Love Was Something Else (LP Version)	TRGGIPB128F14A5513	F major	0.8489824272998308	F major	0.9288034355024339	F major	F major
Rico Bernasconi	Love Deep Inside	TRGGNBP12903CB0920	A major	0.8709957375092401	E major	0.8889460771484158	A major	A major
Captain Sensible	Wot	TRGGNQM12903CBF862	A minor	0.857065207262981	A minor	0.7105071905124727	G major	A minor
Ashton_ Becker_ Dente	Song Of Reconciliation  (Along The Road Album Version)	TRGGNWS128F9303EDB	C major	0.8444879757235286	G major	0.8761722175684682	G major	G major
Maywood	Late At Night	TRGGOUL128F1483880	D major	0.9256096733037358	D major	0.9646983783715541	D major	D major
DJ Bobo	Bring the Beat Back Instrumental	TRGGPZG128F42734D0	D minor	0.748595820518723	A minor	0.8980836212951617	D minor	D minor
Tish Hinojosa	This Song (Esta Cancion) (Album Version)	TRGGRIG12903CEF67B	A minor	0.867656286940347	E minor	0.8585088111823741	D major	D major
Trackheadz	My Love (Trackheadz 2006 Mix)	TRGGTJW128F93026AA	E minor	0.9321608612975476	B minor	0.7201082797311139	B minor	B minor
The Exciters	Tell Him	TRGGUHR128F92F0CB9	E major	0.8811990186286852	E major	0.9078989382817275	E major	E major
John Travolta / Olivia Newton-John	The Grease Mega-Mix	TRGGUJZ128EF35F809	C major	0.8855640432353364	C major	0.9200795392041962	A minor	C major
Asche	Porcelain	TRGGURG12903CC9E8C	B- major	0.8862534101749698	B- major	0.9057612871377856	B- major	B- major
Jakalope	Creeper (Coming For You)	TRGGXAV128F427C275	E minor	0.7137363262701978	E minor	0.8359253828426414	E minor	E minor
Brand New Rockers	When I Grow Up - (Tribute to Pussycat Dolls)	TRGGYXV12903CD6DD9	E minor	0.7029632370630781	E minor	0.9238981289655085	G major	E minor
Yé-yé	Oxford 3 a.m.	TRGGZFV12903CDF8B0	A major	0.8111513193555797	A major	0.831450494275015	E minor	A major
Poncho Sanchez	Watermelon Man	TRGHBUP128F92F4ABE	B- major	0.8335645813827631	F major	0.8585264266615228	F major	F major
Mariah Carey Featuring Dru Hill	The Beautiful Ones (Featuring Dru Hill)	TRGHGIV128F42744C9	F minor	0.9088295706592219	F minor	0.8220121273614077	F minor	F minor
Jack Nitzsche	Funeral Procession	TRGHGND128F931DEC7	C minor	0.8399252472561346	C minor	0.9258809075017534	G minor	C minor
Pupo	Forse	TRGHINQ128F92FEDEA	E minor	0.6984869269620441	A minor	0.6495927251694708	B minor	B minor
Raimundo Amador	Un Okupa En Tu Corazón	TRGHIOL128F4213D68	F minor	0.9159404429846075	F minor	0.8132817635841166	F minor	F minor
Rebbie Jackson	FOREVER YOUNG	TRGHJAL128F42A0A6B	G major	0.8813029800783106	G major	0.9709050706859725	A minor	G major
George Harrison	Something (Live) (2004 Digital Remaster)	TRGHKDR128F4252198	C major	0.8699929695291302	C major	0.9154765040235617	C major	C major
UB40	Bring Me Your Cup	TRGHNJM128F146930E	F major	0.9206456556042665	F major	0.8818829212365934	F major	F major
Klaus Weiss Trio	Greensleeves	TRGHORW128EF350BFE	F major	0.8559010754792311	F major	0.9650982079484605	A minor	F major
Electronic	Until The End Of Time (Sweet Dub)	TRGHTMJ128F42ACA9F	C# major	0.9203749116744522	C# major	0.9198715922778591	A- major	C# major
Bruce Springsteen	The Rising	TRGIATU128F427878D	E- major	0.8398758274190316	B- major	0.9398299849056585	E- major	E- major
Jennifer Rostock	Feuer [Mattes Remix]	TRGIBQP128F92F536E	C# minor	0.7622885049977399	A- major	0.7135797954108127	E major	E major
Corona	Don't Go Breaking My Heart	TRGIDZT128F42ADCCE	C minor	0.6192041536317086	F minor	0.5439092497904663	G minor	G minor
Severine	Enfant Dors	TRGIEMN128F92F6C29	G major	0.9009522335345292	G major	0.9704511314230239	D major	G major
Los Fabulosos Cadillacs	Gitana (Remix)	TRGIEWR128F933A3E1	A major	0.8323882126157299	A major	0.9614638841211786	F# minor	A major
Icon Of Coil	You Just Died (Northborn Remix)	TRGIJFK128F9329556	F# major	0.6574653011469667	B- minor	0.8724871658710591	D- major	D- major
Blank & Jones	Lazy Life	TRGIKLL128F931A6BD	D minor	0.7902122811175883	D minor	0.8916077496488309	B- major	D minor
Great White	Stairway to Heaven	TRGIKMP128F42690E4	A minor	0.8949880001308532	A minor	0.9508392695630159	D minor	A minor
Glen Campbell	Rhinestone Cowboy	TRGILIS128F424ED92	C major	0.8552411799705916	C major	0.9824983781597224	G major	C major
David Granha	Think In Their Lives	TRGIOIP12903CC7CE6	B- minor	0.8661963858906091	B- minor	0.955193954969666	F minor	B- minor
Syria	L'amore è (Album version)	TRGIOPL128E07878E9	A major	0.832728035382834	A major	0.9310832593143967	A major	A major
Al Bano & Romina Power	Quando un amore se ne va	TRGIOVM128F42AEBE3	D major	0.925549773827704	D major	0.9655006334822974	D major	D major
Talking Heads	Burning Down The House (Alternate Version)	TRGIRYS128F1473175	D minor	0.6588468542709023	G minor	0.6303157280537474	D minor	D minor
Gary Moore	Still Got The Blues (Single Version)	TRGIVOZ128F1468FA9	A minor	0.9392517163677707	A minor	0.9358926087828431	A minor	A minor
Pryda	Miami To Atlanta	TRGIWAF128F93033C0	C# minor	0.682715502288787	C# minor	0.8724165122330866	E major	C# minor
Phil Collins	No Way Out (Theme From Brother Bear)	TRGIWDG128F93608F6	F major	0.8906910940302505	F major	0.8888825373973157	F major	F major
Ketama	Miénteme	TRGIWFH128F92E7589	E- major	0.8803212906165545	B- major	0.7329659187246321	F minor	F minor
Mariah Carey Featuring Joe & 98 Degrees	Thank God I Found You	TRGIWGE128F92FD76C	B- major	0.8924645291384384	B- major	0.8432044125008209	D minor	B- major
Horst Jankowski	A Walk In The Black Forest	TRGIWWN128F1462742	D major	0.7060833782193404	D major	0.6620395889004693	A minor	D major
Mungo Jerry	In The Summertime	TRGJFRR12903CC3070	E major	0.8481884338911369	E major	0.9657187815084619	E major	E major
Spray	I Am Gothic (Atomic Remix)	TRGJGQK128F9300F53	C major	0.8063198088957376	G major	0.9066874804516227	G major	G major
Friends Of Dean Martinez	Wichita Lineman	TRGJGXN128F9336022	G minor	0.8727785954643876	C major	0.7141854766377517	B- major	B- major
Nelson Ned	La Diferencia	TRGJHGZ128F4275A0D	F major	0.846967566156321	F major	0.9642386159698215	F major	F major
The Warren Brothers	Surviving Emily	TRGJJKW128F9315105	A major	0.872479266899008	A major	0.988123896937284	E major	A major
DJ Slugo	Telegraph It	TRGJKCM128F426F75D	A major	0.877984356720144	E major	0.7431318606665376	A major	A major
The Kingsmen	Mustang Sally	TRGJLUI128F4256531	C minor	0.690372190911868	C major	0.7470172410630066	C minor	C minor
Cliff Adams	The Entertainer / Solace (Medley)	TRGJMAG12903CE48E3	D minor	0.8628373854367033	F major	0.8192342421368459	C major	C major
Air Supply	Goodbye (Live)	TRGJMEM12903CC4EAA	D major	0.8145000450198715	D major	0.9014637206530971	D major	D major
Bonnie Tyler	Holding Out For A Hero	TRGJNAN128F42AEEF6	A minor	0.8233506155658565	A minor	0.9380699024108681	E minor	A minor
"Weird Al"" Yankovic"	"Ebay (Parody of ""I Want It That Way"" by the Backstreet Boys)"	TRGJPTB128F4263E66	F# minor	0.9087117315262146	F# minor	0.8260890284996717	E major	F# minor
T-Spoon	Someone Loves You Honey	TRGJQWG128F4258BC1	D major	0.904517250130749	D major	0.8738823307723637	A major	D major
Selah	You Are My Hiding Place (Album)	TRGJUIQ12903CC243D	A major	0.9335101655201766	E major	0.8286373566638453	A major	A major
James Hunter	Paint The Town Blue	TRGJUQY12903CF4754	G major	0.9004685707846549	G major	0.967372189872697	C major	G major
Héroes del Silencio	Héroe De Leyenda	TRGJVVW128F4258FF8	A minor	0.7779454747852811	A minor	0.8845842125506294	C major	A minor
Daweh Congo	Dub Conscious	TRGJWVN128F935296E	B- minor	0.7852061206615856	B- minor	0.8845660558413481	B- minor	B- minor
Boney M. 2000	Sunny	TRGJWWL128F42915C3	A- major	0.7587865112933537	E- major	0.9076005005194847	C minor	C minor
The Amorphous Androgynous	All Is Harvest	TRGJWZK128F1451981	E major	0.8640009160075033	E major	0.9754060106160861	E major	E major
Shakira	Que Me Quedes Tu	TRGJXTC128F4278ECC	B- major	0.8573413473019682	B- major	0.8401230821288089	G minor	B- major
Michael Wendler	Wo bleibt das Happyend	TRGJYSK128F92E21A8	C# minor	0.8441592878599259	E major	0.8725962759149245	E major	E major
Red Stick Ramblers	The Cowboy Song	TRGJYTM128F92E74E3	G major	0.8960980911766553	G major	0.9124875333808288	E minor	G major
Budapest Strings	Walzer_ Nr.7 In D-Moll_ op.54	TRGKBJH12903CD036B	D minor	0.9123568964894159	D minor	0.86802238662923	A minor	D minor
Commodores	Just To Be Close To You	TRGKCEN128F4228AC9	E- major	0.8833850596442988	E- major	0.8087943535676103	C minor	E- major
LaBelle	Lady Marmalade	TRGKEFY128F42739EE	G minor	0.892740954310918	G minor	0.8233863851635937	D minor	G minor
John Mayall & The Bluesbreakers	Hideaway	TRGKGAA128F147706C	A major	0.8165305950866343	E major	0.8712295374656257	B minor	B minor
Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Trevor_key
Paul Young	Don't Dream It's Over	TRGKHUB128F93430F2	C major	0.8966056606645226	C major	0.9762946057595326	C major	C major
Skid Row	I Remember You  (LP Version)	TRGKLAC128F14971B2	G major	0.8597145381649204	G major	0.9712530898259457	G major	G major
Creed	My Sacrifice	TRGKLSE12903CCC5CD	G major	0.6346389567775537	D major	0.8651707835435684	B minor	B minor
Roman S.	Music @ Space	TRGKMML128F931A5D0	D minor	0.8301863969798057	A minor	0.769082510587033	E minor	E minor
Radiohead	Street Spirit (Fade Out) (Acoustic)	TRGKMZE128F9310E07	A minor	0.8742442195424132	A minor	0.8494187029238008	A minor	A minor
BoDeans	Heart Of A Miracle (Album Version)	TRGKNSE128F933C01A	G major	0.8425206035178175	G major	0.9654633739605633	E minor	G major
The Jade	It´s a sin	TRGKOKE12903CC042B	C minor	0.8922902641408046	C minor	0.953567689742411	G minor	C minor
		Series([], Name: Id, dtype: object)	F# minor	0.8131636636529296	F# major	0.7882788580709298	G# minor	G# minor
The Boxmasters	Goin' Home	TRGKPFN128F934264B	C major	0.8906734554209853	C major	0.965741181022651	C major	C major
Bee	Tired Of Waiting	TRGKSVR128F9354695	G major	0.794120182420408	G major	0.7162496306953929	F major	G major
N Sync	I Want You Back	TRGKUCI128F4295705	G# minor	0.9068253787135087	G# minor	0.9115149276385145	G# minor	G# minor
Guardner	Deep In Me	TRGKUSF128F429046C	D minor	0.9225799860654065	D minor	0.8597617229736001	D minor	D minor
The Cranberries	When You're Gone	TRGKVUY128EF351903	A- major	0.65339645981156	E- major	0.7235921022673176	C minor	C minor
Charlie Rich	Behind Closed Doors	TRGKXSZ128F427177A	F# minor	0.6558390421737764	F# minor	0.747798720359353	D major	F# minor
Charlie McCoy	Softly And Tenderly	TRGKYTV128F934282E	G major	0.8857807095218524	G major	0.9957473001936594	E minor	G major
Pako & Frederik	Rib Cage	TRGLBJJ128F427F4FC	B major	0.7954735527784427	B major	0.8170022807121232	B major	B major
Janet Kay	Take A Bow	TRGLCJX12903CC4B69	A major	0.8966884673509045	E major	0.9061295078533238	E major	E major
Justin Timberlake	What Goes Around...Comes Around	TRGLCXS128F931124C	D major	0.8540881712555528	A major	0.844851421473161	D major	D major
Tony Orlando & Dawn	The Love In Your Eyes	TRGLDLV128F4260A2A	D major	0.9314515936065227	D major	0.9691081065095832	F# minor	D major
The Police	When The World Is Running Down_ You Make The Best Of What's Still Around	TRGLFDX128F147727B	A minor	0.8704748792319315	G major	0.6786216176581154	G major	G major
Jesus Jones	Real Real Real (Phil Harding Luxury 12'' Mix)	TRGLFOX128F4230A69	C major	0.7879214088195765	G major	0.8576329697229491	G minor	G minor
Devin Townsend	Heaven Send	TRGLGQX12903D01E17	B- minor	0.6382124562213704	B- minor	0.720680616566432	B- minor	B- minor
Shakira feat. Gustavo Cerati	No (featuring Gustavo Cerati)	TRGLHKB128F92E588B	F minor	0.8287987372226349	B- major	0.7961604165333513	B- major	B- major
John Dahlbäck featuring Andy P	Love Inside [Classic Mix]	TRGLHLG12903CC6CF2	A major	0.6597308402690463	E major	0.7814924646916248	B minor	B minor
Faker	This Heart Attack (Teenager Remix - No Feedback)	TRGLJCJ128F42581D0	F# major	0.5162093307191824	C# minor	0.7025454459510488	C# minor	C# minor
Pascal Obispo	Les Mains Qui Se Cherchent	TRGLJGU128F427C242	E minor	0.8678801306394516	E major	0.8349119427698578	A major	A major
Mighty Dub Katz	Magic Carpet Ride 07' (Shinichi Osawa Remix)	TRGLJYM128EF35EE91	D major	0.8254621205704534	A major	0.7703663935625947	A major	A major
Günter Wand	Pictures at an Exhibition/Ballet des poussins dans leur coques - Ballet of the Unhatched Chicks	TRGLKMZ128F4290BD1	B- minor	0.48054806689784385	F minor	0.7168699140417615	D minor	D minor
Synth Pop Future Stars	Tell Me When (as made famous by Human League)	TRGLNHH128F9302E78	E- major	0.8817176803171463	E- major	0.9800020034627094	F minor	E- major
Khetzal	Narayana	TRGLOHA12903CBEE03	F minor	0.9333388586930059	F minor	0.7816506716434262	C minor	F minor
Lynn Anderson	Blue Bayou	TRGLPXN128F42591A4	B major	0.8380384262380922	B major	0.8326512245556804	B major	B major
Byron Stingily	Get Up (Peppermint Jam Allstar Mix)	TRGLRLA128F423C358	C major	0.889363089985547	G major	0.8752017066265888	E minor	E minor
Caracola	Du (La_ La_ La)	TRGLRRS128F424A197	D major	0.8860180585007971	D major	0.9387036421921161	A minor	D major
Kelly Clarkson	Beautiful Disaster	TRGLSJL128F4295E1F	F# major	0.8175466984068891	F# major	0.9507635615756895	F# major	F# major
